ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description,Id
9.1.0-dev,TRUE,event,event.hash,keyword,extended,,123456789012345678901234567890ABCD,Hash (perhaps logstash fingerprint) of raw field to be able to demonstrate log integrity.,field0249
9.1.0-dev,TRUE,event,event.id,keyword,core,,8a4f500d,Unique ID to describe the event.,field0250
9.1.0-dev,TRUE,event,event.ingested,date,core,,2016-05-23T08:05:35.101Z,Timestamp when an event arrived in the central data store.,field0251
9.1.0-dev,TRUE,event,event.kind,keyword,core,,alert,The kind of the event. The highest categorization field in the hierarchy.,field0252
9.1.0-dev,TRUE,event,event.module,keyword,core,,apache,Name of the module this data is coming from.,field0253
9.1.0-dev,FALSE,event,event.original,keyword,core,,Sep 19 08:26:10 host CEF:0&#124;Security&#124; threatmanager&#124;1.0&#124;100&#124; worm successfully stopped&#124;10&#124;src=10.0.0.1 dst=2.1.2.2spt=1232,Raw text message of entire event.,field0254
9.1.0-dev,TRUE,event,event.outcome,keyword,core,,success,The outcome of the event. The lowest level categorization field in the hierarchy.,field0255
9.1.0-dev,TRUE,event,event.provider,keyword,extended,,kernel,Source of the event.,field0256
9.1.0-dev,TRUE,event,event.reason,keyword,extended,,Terminated an unexpected process,"Reason why this event happened, according to the source",field0257
9.1.0-dev,TRUE,event,event.reference,keyword,extended,,https://system.example.com/event/#0001234,Event reference URL,field0258
9.1.0-dev,TRUE,event,event.risk_score,float,core,,,Risk score or priority of the event (e.g. security solutions). Use your system's original value here.,field0259
9.1.0-dev,TRUE,event,event.risk_score_norm,float,extended,,,Normalized risk score or priority of the event (0-100).,field0260
9.1.0-dev,TRUE,event,event.sequence,long,extended,,,Sequence number of the event.,field0261
9.1.0-dev,TRUE,event,event.severity,long,core,,7,Numeric severity of the event.,field0262
9.1.0-dev,TRUE,event,event.start,date,extended,,,`event.start` contains the date when the event started or when the activity was first observed.,field0263
9.1.0-dev,TRUE,event,event.timezone,keyword,extended,,,Event time zone.,field0264
9.1.0-dev,TRUE,event,event.type,keyword,core,array,,Event type. The third categorization field in the hierarchy.,field0265
9.1.0-dev,TRUE,event,event.url,keyword,extended,,https://mysystem.example.com/alert/5271dedb-f5b0-4218-87f0-4ac4870a38fe,Event investigation URL,field0266
9.1.0-dev,TRUE,faas,faas.coldstart,boolean,extended,,,Boolean value indicating a cold start of a function.,field0267
9.1.0-dev,TRUE,faas,faas.execution,keyword,extended,,af9d5aa4-a685-4c5f-a22b-444f80b3cc28,The execution ID of the current function execution.,field0268
9.1.0-dev,TRUE,faas,faas.id,keyword,extended,,arn:aws:lambda:us-west-2:123456789012:function:my-function,The unique identifier of a serverless function.,field0269
9.1.0-dev,TRUE,faas,faas.name,keyword,extended,,my-function,The name of a serverless function.,field0270
9.1.0-dev,TRUE,faas,faas.trigger.request_id,keyword,extended,,123456789,"The ID of the trigger request , message, event, etc.",field0271
9.1.0-dev,TRUE,faas,faas.trigger.type,keyword,extended,,http,The trigger for the function execution.,field0272
9.1.0-dev,TRUE,faas,faas.version,keyword,extended,,123,The version of a serverless function.,field0273
9.1.0-dev,TRUE,file,file.accessed,date,extended,,,Last time the file was accessed.,field0274
9.1.0-dev,TRUE,file,file.attributes,keyword,extended,array,"[""readonly"", ""system""]",Array of file attributes.,field0275
9.1.0-dev,TRUE,file,file.code_signature.digest_algorithm,keyword,extended,,sha256,Hashing algorithm used to sign the process.,field0276
9.1.0-dev,TRUE,file,file.code_signature.exists,boolean,core,,TRUE,Boolean to capture if a signature is present.,field0277
9.1.0-dev,TRUE,file,file.code_signature.flags,keyword,extended,,570522385,Code signing flags of the process,field0278
9.1.0-dev,TRUE,file,file.code_signature.signing_id,keyword,extended,,com.apple.xpc.proxy,The identifier used to sign the process.,field0279
9.1.0-dev,TRUE,file,file.code_signature.status,keyword,extended,,ERROR_UNTRUSTED_ROOT,Additional information about the certificate status.,field0280
9.1.0-dev,TRUE,file,file.code_signature.subject_name,keyword,core,,Microsoft Corporation,Subject name of the code signer,field0281
9.1.0-dev,TRUE,file,file.code_signature.team_id,keyword,extended,,EQHXZ8M8AV,The team identifier used to sign the process.,field0282
9.1.0-dev,TRUE,file,file.code_signature.thumbprint_sha256,keyword,extended,,c0f23a8eb1cba0ccaa88483b5a234c96e4bdfec719bf458024e68c2a8183476b,SHA256 hash of the certificate.,field0283
9.1.0-dev,TRUE,file,file.code_signature.timestamp,date,extended,,2021-01-01T12:10:30Z,When the signature was generated and signed.,field0284
9.1.0-dev,TRUE,file,file.code_signature.trusted,boolean,extended,,TRUE,Stores the trust status of the certificate chain.,field0285
9.1.0-dev,TRUE,file,file.code_signature.valid,boolean,extended,,TRUE,Boolean to capture if the digital signature is verified against the binary content.,field0286
9.1.0-dev,TRUE,file,file.created,date,extended,,,File creation time.,field0287
9.1.0-dev,TRUE,file,file.ctime,date,extended,,,Last time the file attributes or metadata changed.,field0288
9.1.0-dev,TRUE,file,file.device,keyword,extended,,sda,Device that is the source of the file.,field0289
9.1.0-dev,TRUE,file,file.directory,keyword,extended,,/home/alice,Directory where the file is located.,field0290
9.1.0-dev,TRUE,file,file.drive_letter,keyword,extended,,C,Drive letter where the file is located.,field0291
9.1.0-dev,TRUE,file,file.elf.architecture,keyword,extended,,x86-64,Machine architecture of the ELF file.,field0292
9.1.0-dev,TRUE,file,file.elf.byte_order,keyword,extended,,Little Endian,Byte sequence of ELF file.,field0293
9.1.0-dev,TRUE,file,file.elf.cpu_type,keyword,extended,,Intel,CPU type of the ELF file.,field0294
9.1.0-dev,TRUE,file,file.elf.creation_date,date,extended,,,Build or compile date.,field0295
9.1.0-dev,TRUE,file,file.elf.exports,flattened,extended,array,,List of exported element names and types.,field0296
9.1.0-dev,TRUE,file,file.elf.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in an ELF file.,field0297
9.1.0-dev,TRUE,file,file.elf.go_imports,flattened,extended,,,List of imported Go language element names and types.,field0298
9.1.0-dev,TRUE,file,file.elf.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field0299
9.1.0-dev,TRUE,file,file.elf.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field0300
9.1.0-dev,TRUE,file,file.elf.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field0301
9.1.0-dev,TRUE,file,file.elf.header.abi_version,keyword,extended,,,Version of the ELF Application Binary Interface (ABI).,field0302
9.1.0-dev,TRUE,file,file.elf.header.class,keyword,extended,,,Header class of the ELF file.,field0303
9.1.0-dev,TRUE,file,file.elf.header.data,keyword,extended,,,Data table of the ELF header.,field0304
9.1.0-dev,TRUE,file,file.elf.header.entrypoint,long,extended,,,Header entrypoint of the ELF file.,field0305
9.1.0-dev,TRUE,file,file.elf.header.object_version,keyword,extended,,,"""0x1"" for original ELF files.",field0306
9.1.0-dev,TRUE,file,file.elf.header.os_abi,keyword,extended,,,Application Binary Interface (ABI) of the Linux OS.,field0307
9.1.0-dev,TRUE,file,file.elf.header.type,keyword,extended,,,Header type of the ELF file.,field0308
9.1.0-dev,TRUE,file,file.elf.header.version,keyword,extended,,,Version of the ELF header.,field0309
9.1.0-dev,TRUE,file,file.elf.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in an ELF file.,field0310
9.1.0-dev,TRUE,file,file.elf.imports,flattened,extended,array,,List of imported element names and types.,field0311
9.1.0-dev,TRUE,file,file.elf.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field0312
9.1.0-dev,TRUE,file,file.elf.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field0313
9.1.0-dev,TRUE,file,file.elf.sections,nested,extended,array,,Section information of the ELF file.,field0314
9.1.0-dev,TRUE,file,file.elf.sections.chi2,long,extended,,,Chi-square probability distribution of the section.,field0315
9.1.0-dev,TRUE,file,file.elf.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field0316
9.1.0-dev,TRUE,file,file.elf.sections.flags,keyword,extended,,,ELF Section List flags.,field0317
9.1.0-dev,TRUE,file,file.elf.sections.name,keyword,extended,,,ELF Section List name.,field0318
9.1.0-dev,TRUE,file,file.elf.sections.physical_offset,keyword,extended,,,ELF Section List offset.,field0319
9.1.0-dev,TRUE,file,file.elf.sections.physical_size,long,extended,,,ELF Section List physical size.,field0320
9.1.0-dev,TRUE,file,file.elf.sections.type,keyword,extended,,,ELF Section List type.,field0321
9.1.0-dev,TRUE,file,file.elf.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field0322
9.1.0-dev,TRUE,file,file.elf.sections.virtual_address,long,extended,,,ELF Section List virtual address.,field0323
9.1.0-dev,TRUE,file,file.elf.sections.virtual_size,long,extended,,,ELF Section List virtual size.,field0324
9.1.0-dev,TRUE,file,file.elf.segments,nested,extended,array,,ELF object segment list.,field0325
9.1.0-dev,TRUE,file,file.elf.segments.sections,keyword,extended,,,ELF object segment sections.,field0326
9.1.0-dev,TRUE,file,file.elf.segments.type,keyword,extended,,,ELF object segment type.,field0327
9.1.0-dev,TRUE,file,file.elf.shared_libraries,keyword,extended,array,,List of shared libraries used by this ELF object.,field0328
9.1.0-dev,TRUE,file,file.elf.telfhash,keyword,extended,,,telfhash hash for ELF file.,field0329
9.1.0-dev,TRUE,file,file.extension,keyword,extended,,png,"File extension, excluding the leading dot.",field0330
9.1.0-dev,TRUE,file,file.fork_name,keyword,extended,,Zone.Identifer,A fork is additional data associated with a filesystem object.,field0331
9.1.0-dev,TRUE,file,file.gid,keyword,extended,,1001,Primary group ID (GID) of the file.,field0332
9.1.0-dev,TRUE,file,file.group,keyword,extended,,alice,Primary group name of the file.,field0333
9.1.0-dev,TRUE,file,file.hash.cdhash,keyword,extended,,3783b4052fd474dbe30676b45c329e7a6d44acd9,The Code Directory (CD) hash of an executable.,field0334
9.1.0-dev,TRUE,file,file.hash.md5,keyword,extended,,,MD5 hash.,field0335
9.1.0-dev,TRUE,file,file.hash.sha1,keyword,extended,,,SHA1 hash.,field0336
9.1.0-dev,TRUE,file,file.hash.sha256,keyword,extended,,,SHA256 hash.,field0337
9.1.0-dev,TRUE,file,file.hash.sha384,keyword,extended,,,SHA384 hash.,field0338
9.1.0-dev,TRUE,file,file.hash.sha512,keyword,extended,,,SHA512 hash.,field0339
9.1.0-dev,TRUE,file,file.hash.ssdeep,keyword,extended,,,SSDEEP hash.,field0340
9.1.0-dev,TRUE,file,file.hash.tlsh,keyword,extended,,,TLSH hash.,field0341
9.1.0-dev,TRUE,file,file.inode,keyword,extended,,256383,Inode representing the file in the filesystem.,field0342
9.1.0-dev,TRUE,file,file.macho.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a Mach-O file.,field0343
9.1.0-dev,TRUE,file,file.macho.go_imports,flattened,extended,,,List of imported Go language element names and types.,field0344
9.1.0-dev,TRUE,file,file.macho.go_imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of Go imports.,field0345
9.1.0-dev,TRUE,file,file.macho.go_imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of Go imports.,field0346
9.1.0-dev,TRUE,file,file.macho.go_stripped,boolean,extended,,,Whether the file is a stripped or obfuscated Go executable.,field0347
9.1.0-dev,TRUE,file,file.macho.import_hash,keyword,extended,,d41d8cd98f00b204e9800998ecf8427e,A hash of the imports in a Mach-O file.,field0348
9.1.0-dev,TRUE,file,file.macho.imports,flattened,extended,array,,List of imported element names and types.,field0349
9.1.0-dev,TRUE,file,file.macho.imports_names_entropy,long,extended,,,Shannon entropy calculation from the list of imported element names and types.,field0350
9.1.0-dev,TRUE,file,file.macho.imports_names_var_entropy,long,extended,,,Variance for Shannon entropy calculation from the list of imported element names and types.,field0351
9.1.0-dev,TRUE,file,file.macho.sections,nested,extended,array,,Section information of the Mach-O file.,field0352
9.1.0-dev,TRUE,file,file.macho.sections.entropy,long,extended,,,Shannon entropy calculation from the section.,field0353
9.1.0-dev,TRUE,file,file.macho.sections.name,keyword,extended,,,Mach-O Section List name.,field0354
9.1.0-dev,TRUE,file,file.macho.sections.physical_size,long,extended,,,Mach-O Section List physical size.,field0355
9.1.0-dev,TRUE,file,file.macho.sections.var_entropy,long,extended,,,Variance for Shannon entropy calculation from the section.,field0356
9.1.0-dev,TRUE,file,file.macho.sections.virtual_size,long,extended,,,Mach-O Section List virtual size. This is always the same as `physical_size`.,field0357
9.1.0-dev,TRUE,file,file.macho.symhash,keyword,extended,,d3ccf195b62a9279c3c19af1080497ec,A hash of the imports in a Mach-O file.,field0358
9.1.0-dev,TRUE,file,file.mime_type,keyword,extended,,,"Media type of file, document, or arrangement of bytes.",field0359
9.1.0-dev,TRUE,file,file.mode,keyword,extended,,0640,Mode of the file in octal representation.,field0360
9.1.0-dev,TRUE,file,file.mtime,date,extended,,,Last time the file content was modified.,field0361
9.1.0-dev,TRUE,file,file.name,keyword,extended,,example.png,"Name of the file including the extension, without the directory.",field0362
9.1.0-dev,TRUE,file,file.origin_referrer_url,keyword,extended,,http://example.com/article1.html,The URL of the webpage that linked to the file.,field0363
9.1.0-dev,TRUE,file,file.origin_url,keyword,extended,,http://example.com/imgs/article1_img1.jpg,The URL where the file is hosted.,field0364
9.1.0-dev,TRUE,file,file.owner,keyword,extended,,alice,File owner's username.,field0365
9.1.0-dev,TRUE,file,file.path,keyword,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field0366
9.1.0-dev,TRUE,file,file.path.text,match_only_text,extended,,/home/alice/example.png,"Full path to the file, including the file name.",field0367
9.1.0-dev,TRUE,file,file.pe.architecture,keyword,extended,,x64,CPU architecture target for the file.,field0368
9.1.0-dev,TRUE,file,file.pe.company,keyword,extended,,Microsoft Corporation,"Internal company name of the file, provided at compile-time.",field0369
9.1.0-dev,TRUE,file,file.pe.description,keyword,extended,,Paint,"Internal description of the file, provided at compile-time.",field0370
9.1.0-dev,TRUE,file,file.pe.file_version,keyword,extended,,6.3.9600.17415,Process name.,field0371
9.1.0-dev,TRUE,file,file.pe.go_import_hash,keyword,extended,,10bddcb4cee42080f76c88d9ff964491,A hash of the Go language imports in a PE file.,field0372
9.1.0-dev,TRUE,file,file.pe.go_imports,flattened,extended,,,List of imported Go language element names and types.,field0373
